epoch,step,min,max,mean,std
1,1000,-0.020377224311232567,0.012365102767944336,-0.0005548729095607996,0.0019450313411653042
2,2000,-0.018910109996795654,0.010962371714413166,-0.00038106011925265193,0.002004302805289626
3,3000,-0.03730519115924835,0.024982066825032234,-0.00010342516907257959,0.0038730555679649115
4,4000,-0.07672332227230072,0.06055299937725067,-0.0011952873319387436,0.006427998188883066
5,5000,-0.11746186017990112,0.1453487128019333,0.002321894746273756,0.012442473322153091
6,6000,-0.1371651589870453,0.17392949759960175,0.003988475538790226,0.01546015776693821
7,7000,-0.06621763110160828,0.07889696210622787,0.0012219568016007543,0.008067717775702477
8,8000,-0.18492670357227325,0.1274549812078476,-0.0024675875902175903,0.014339202083647251
9,9000,-0.08026093244552612,0.07529640942811966,-0.0002342977240914479,0.006979675497859716
10,10000,-0.06825150549411774,0.10636357963085175,0.003501978237181902,0.009776925668120384
11,11000,-0.2586764395236969,0.1627425104379654,-0.002715372946113348,0.021848037838935852
12,12000,-0.0988958552479744,0.07261058688163757,-0.0007458684267476201,0.01086598914116621
13,13000,-0.3486408293247223,0.26420819759368896,-0.004301952198147774,0.02941710688173771
14,14000,-0.21136680245399475,0.1882140338420868,-0.0041060433723032475,0.018452465534210205
15,15000,-0.2678568959236145,0.14334815740585327,-0.0033401602413505316,0.018914027139544487
16,16000,-0.06672447174787521,0.1310582011938095,0.0032901563681662083,0.010908850468695164
17,17000,-0.1658981740474701,0.19662222266197205,-0.001654519233852625,0.018419189378619194
18,18000,-0.14604690670967102,0.0947427824139595,0.0007168530719354749,0.010537945665419102
19,19000,-0.09400663524866104,0.11944592744112015,0.003174377838149667,0.010825717821717262
20,20000,-0.13583293557167053,0.20474684238433838,-0.0015396391972899437,0.009706070646643639
21,21000,-0.1264001876115799,0.1753251999616623,-0.0018850062042474747,0.00997830368578434
