epoch,step,min,max,mean,std
1,1000,-0.03639960661530495,0.02923906408250332,-0.004218369722366333,0.009405925869941711
2,2000,-0.03627132996916771,0.03335484862327576,-0.0033592134714126587,0.01111659500747919
3,3000,-0.029109250754117966,0.033234208822250366,-0.0003379925328772515,0.009722577407956123
4,4000,-0.0961761474609375,0.06770074367523193,-0.005505815614014864,0.029095204547047615
5,5000,-0.11605041474103928,0.20690104365348816,0.011690826155245304,0.05810841545462608
6,6000,-0.10673614591360092,0.2574790418148041,0.023968955501914024,0.06367738544940948
7,7000,-0.0621446892619133,0.11226146668195724,0.00714846421033144,0.024780860170722008
8,8000,-0.21168307960033417,0.07880840450525284,-0.016887346282601357,0.05114160478115082
9,9000,-0.05197729915380478,0.03962133079767227,-0.002795735839754343,0.01498148962855339
10,10000,-0.09754539281129837,0.17777207493782043,0.019281530752778053,0.04152040556073189
11,11000,-0.41606855392456055,0.26871493458747864,-0.02064308151602745,0.12536650896072388
12,12000,-0.19185499846935272,0.14236298203468323,-0.012334752827882767,0.06276702135801315
13,13000,-0.5517816543579102,0.26346853375434875,-0.04043939709663391,0.15499727427959442
14,14000,-0.3360704183578491,0.37993723154067993,-0.018033713102340698,0.09694099426269531
15,15000,-0.29387813806533813,0.38848215341567993,-0.011788524687290192,0.10215853154659271
16,16000,-0.36303582787513733,0.2910553812980652,0.007324428763240576,0.1084582507610321
17,17000,-0.41970667243003845,0.6724210381507874,0.009413306601345539,0.1244845911860466
18,18000,-0.18886488676071167,0.24465523660182953,0.015031496062874794,0.09856539964675903
19,19000,-0.05173569545149803,0.1765890121459961,0.02226850762963295,0.03807079419493675
20,20000,-0.08631733059883118,0.07562984526157379,-0.009639069437980652,0.025289978832006454
21,21000,-0.1149381622672081,0.0754869356751442,-0.01361013576388359,0.032272323966026306
