epoch,step,min,max,mean,std
1,1000,-0.5383232235908508,0.8851421475410461,0.0037164813838899136,0.2568165957927704
2,2000,-0.1975117325782776,0.27208182215690613,-0.0002383956452831626,0.06971300393342972
3,3000,-0.9576937556266785,2.251821756362915,0.07982555776834488,0.5460855960845947
4,4000,-1.2967767715454102,2.552307605743408,0.219901904463768,0.6143831610679626
5,5000,-1.2023227214813232,1.6332464218139648,0.4904137849807739,0.43641647696495056
6,6000,-3.554288148880005,5.660642147064209,1.6750271320343018,1.7664587497711182
7,7000,-3.111447334289551,8.320844650268555,3.119333267211914,2.193204641342163
8,8000,-1.8284046649932861,8.61819839477539,4.473965644836426,2.298973560333252
9,9000,-5.548072338104248,12.62771224975586,5.741125583648682,4.338308811187744
10,10000,-0.9717049598693848,13.952311515808105,8.45210075378418,3.6690454483032227
11,11000,-5.163883209228516,17.55710792541504,10.340249061584473,5.725627899169922
12,12000,-1.9171011447906494,21.10359764099121,12.739931106567383,6.517657279968262
13,13000,-7.9863810539245605,27.505752563476562,16.210712432861328,9.80863094329834
14,14000,0.06155753135681152,27.846115112304688,16.950204849243164,8.035271644592285
15,15000,-0.8379515409469604,29.973051071166992,18.591405868530273,9.049760818481445
16,16000,-0.4972257614135742,15.590385437011719,10.08435344696045,5.053293228149414
17,17000,0.23077738285064697,14.41301441192627,9.254461288452148,4.294073104858398
18,18000,0.22575199604034424,13.8963041305542,9.015300750732422,4.400411605834961
19,19000,-0.28299617767333984,2.330068826675415,1.2109514474868774,0.6634397506713867
20,20000,-0.16323894262313843,8.346774101257324,5.023664951324463,2.4462673664093018
21,21000,-0.021066665649414062,5.268683433532715,3.4262397289276123,1.6037529706954956
