epoch,step,min,max,mean,std
1,1000,0.11978393793106079,0.11978393793106079,0.11978393793106079,0.0
2,2000,0.008439632132649422,0.008439632132649422,0.008439632132649422,0.0
3,3000,0.4600051939487457,0.4600051939487457,0.4600051939487457,0.0
4,4000,-0.13945385813713074,-0.13945385813713074,-0.13945385813713074,0.0
5,5000,0.10478778183460236,0.10478778183460236,0.10478778183460236,0.0
6,6000,0.044474273920059204,0.044474273920059204,0.044474273920059204,0.0
7,7000,0.18574824929237366,0.18574824929237366,0.18574824929237366,0.0
8,8000,-0.3113572597503662,-0.3113572597503662,-0.3113572597503662,0.0
9,9000,-0.29623323678970337,-0.29623323678970337,-0.29623323678970337,0.0
10,10000,-0.8284083604812622,-0.8284083604812622,-0.8284083604812622,0.0
11,11000,-0.1898004412651062,-0.1898004412651062,-0.1898004412651062,0.0
12,12000,-0.16677552461624146,-0.16677552461624146,-0.16677552461624146,0.0
13,13000,-0.3829890489578247,-0.3829890489578247,-0.3829890489578247,0.0
14,14000,-0.5142943859100342,-0.5142943859100342,-0.5142943859100342,0.0
15,15000,1.98826265335083,1.98826265335083,1.98826265335083,0.0
16,16000,-0.48588618636131287,-0.48588618636131287,-0.48588618636131287,0.0
17,17000,-1.9336588382720947,-1.9336588382720947,-1.9336588382720947,0.0
18,18000,-0.4631788730621338,-0.4631788730621338,-0.4631788730621338,0.0
19,19000,-0.3567562401294708,-0.3567562401294708,-0.3567562401294708,0.0
20,20000,0.5744729042053223,0.5744729042053223,0.5744729042053223,0.0
21,21000,0.5138442516326904,0.5138442516326904,0.5138442516326904,0.0
