epoch,step,min,max,mean,std
1,1000,-0.1796496957540512,0.06378907710313797,-0.0063854362815618515,0.024383457377552986
2,2000,-0.11052399128675461,0.10531442612409592,-0.005140816792845726,0.02295481413602829
3,3000,-0.13669931888580322,0.5125393867492676,0.014097415842115879,0.07315226644277573
4,4000,-0.13782674074172974,0.43654778599739075,0.012423275969922543,0.07272519171237946
5,5000,-0.15425808727741241,0.31315159797668457,0.005558017175644636,0.05866637080907822
6,6000,-0.11005827784538269,0.6354528665542603,0.01601138524711132,0.09260321408510208
7,7000,-0.10183043777942657,0.6999536752700806,0.02575528621673584,0.10564304143190384
8,8000,-0.1735735833644867,0.9881195425987244,0.05563066154718399,0.1624860018491745
9,9000,-0.1207975372672081,0.9512481689453125,0.045003291219472885,0.16027480363845825
10,10000,-0.14636079967021942,1.4108455181121826,0.07633483409881592,0.2363353669643402
11,11000,-0.17601224780082703,1.0749518871307373,0.07515858858823776,0.20475657284259796
12,12000,-0.15574651956558228,0.9904546141624451,0.06578116863965988,0.185959130525589
13,13000,-0.10321852564811707,1.0240745544433594,0.06946690380573273,0.18943211436271667
14,14000,-0.11491105705499649,1.2319860458374023,0.07723819464445114,0.21572671830654144
15,15000,-0.11685436964035034,1.0723239183425903,0.07113577425479889,0.188848078250885
16,16000,-0.0908704549074173,0.8349884748458862,0.056363243609666824,0.14971329271793365
17,17000,-0.10181940346956253,0.8421345353126526,0.056932177394628525,0.14699992537498474
18,18000,-0.14677834510803223,1.1441526412963867,0.07699806988239288,0.20662103593349457
19,19000,-0.16202618181705475,0.9538730382919312,0.07615034282207489,0.1781386137008667
20,20000,-0.08142608404159546,0.22017809748649597,0.02167019061744213,0.045380111783742905
21,21000,-0.06782954931259155,0.007568267174065113,-0.001862520701251924,0.010472239926457405
