1,1000,-60.996804996490475
2,2000,-64.76444079208375
3,3000,-74.39723878860474
4,4000,-101.60956675720215
1,1000,-64.87315838623047
2,2000,-68.25285934448242
3,3000,-100.02060244750976
4,4000,-300.9237441864014
5,5000,-896.9483382263184
6,6000,-1811.3077946166993
7,7000,-2770.477455444336
8,8000,-3694.2874880371096
9,9000,-4488.04026171875
10,10000,-5188.577984863281
11,11000,-5587.830443847656
12,12000,-5706.355512695312
13,13000,-5697.484372314453
14,14000,-5555.362699951172
15,15000,-5336.917120361328
16,16000,-5133.349119873047
17,17000,-5001.031021240235
18,18000,-4755.245426269531
19,19000,-4566.71296899414
20,20000,-4247.216481445313
21,21000,-3287.331303100586
1,1000,-64.87315838623047
2,2000,-68.25285934448242
3,3000,-100.02060244750976
4,4000,-300.9237441864014
5,5000,-896.9483382263184
6,6000,-1811.3077946166993
7,7000,-2770.477455444336
8,8000,-3694.2874880371096
9,9000,-4488.04026171875
10,10000,-5188.577984863281
11,11000,-5587.830443847656
12,12000,-5706.355512695312
13,13000,-5697.484372314453
14,14000,-5555.362699951172
15,15000,-5336.917120361328
16,16000,-5133.349119873047
17,17000,-5001.031021240235
18,18000,-4755.245426269531
19,19000,-4566.71296899414
20,20000,-4247.216481445313
21,21000,-3287.331303100586
