epoch,step,min,max,mean,std
1,1000,-0.03221699222922325,-0.03221699222922325,-0.03221699222922325,0.0
2,2000,-0.13777872920036316,-0.13777872920036316,-0.13777872920036316,0.0
3,3000,-0.008840829133987427,-0.008840829133987427,-0.008840829133987427,0.0
4,4000,0.7226042151451111,0.7226042151451111,0.7226042151451111,0.0
5,5000,0.7032263278961182,0.7032263278961182,0.7032263278961182,0.0
6,6000,-0.44563764333724976,-0.44563764333724976,-0.44563764333724976,0.0
7,7000,0.055223263800144196,0.055223263800144196,0.055223263800144196,0.0
8,8000,-0.08787020295858383,-0.08787020295858383,-0.08787020295858383,0.0
9,9000,-0.16154906153678894,-0.16154906153678894,-0.16154906153678894,0.0
10,10000,-2.1135268211364746,-2.1135268211364746,-2.1135268211364746,0.0
11,11000,1.5880447626113892,1.5880447626113892,1.5880447626113892,0.0
12,12000,-1.2318577766418457,-1.2318577766418457,-1.2318577766418457,0.0
13,13000,-0.6288461089134216,-0.6288461089134216,-0.6288461089134216,0.0
14,14000,0.21253174543380737,0.21253174543380737,0.21253174543380737,0.0
15,15000,-1.1561369895935059,-1.1561369895935059,-1.1561369895935059,0.0
16,16000,-0.12890222668647766,-0.12890222668647766,-0.12890222668647766,0.0
17,17000,-0.0004744529724121094,-0.0004744529724121094,-0.0004744529724121094,0.0
18,18000,0.3403162360191345,0.3403162360191345,0.3403162360191345,0.0
19,19000,2.467681646347046,2.467681646347046,2.467681646347046,0.0
20,20000,-1.1901428699493408,-1.1901428699493408,-1.1901428699493408,0.0
21,21000,-1.4232094287872314,-1.4232094287872314,-1.4232094287872314,0.0
