epoch,step,min,max,mean,std
1,1000,-0.021202215924859047,0.02096746303141117,0.0003605891251936555,0.0030186616349965334
2,2000,-0.05307774990797043,0.052996087819337845,0.0005978612462058663,0.006201236974447966
3,3000,-0.09879981726408005,0.11007378250360489,-0.0011035337811335921,0.013228015974164009
4,4000,-0.33223849534988403,0.30643099546432495,-0.006111207418143749,0.03641444817185402
5,5000,-0.2754407227039337,0.13157641887664795,-0.0034718012902885675,0.02548736333847046
6,6000,-0.28682759404182434,0.3109646141529083,-0.0033222585916519165,0.031961556524038315
7,7000,-0.3198566138744354,0.33939096331596375,0.004572510719299316,0.034129973500967026
8,8000,-0.21440653502941132,0.22405216097831726,0.0018412905046716332,0.020597022026777267
9,9000,-0.12098133563995361,0.1982545554637909,0.006808917038142681,0.02397463098168373
10,10000,-0.40313318371772766,0.40177518129348755,0.00225543649867177,0.04665341228246689
11,11000,-0.30781811475753784,0.3245715796947479,-0.002392334397882223,0.04038776084780693
12,12000,-0.8854702115058899,1.1700690984725952,0.004444145131856203,0.13476744294166565
13,13000,-0.6009008288383484,0.5845983028411865,-0.002522040391340852,0.08811204880475998
14,14000,-0.4752294719219208,0.534132182598114,-0.006154579576104879,0.0723835751414299
15,15000,-0.953262984752655,1.0954951047897339,0.0021293701138347387,0.1299021989107132
16,16000,-0.4213854968547821,0.37105998396873474,-0.008615962229669094,0.0535186342895031
17,17000,-0.3403785228729248,0.2865011692047119,0.0019548560958355665,0.03727554529905319
18,18000,-0.5487940311431885,0.7357274889945984,-0.013871319591999054,0.0649835541844368
19,19000,-0.9253116250038147,0.7010084986686707,-0.004219211172312498,0.09501102566719055
20,20000,-0.4835212528705597,0.5236706733703613,0.014526529237627983,0.052930623292922974
21,21000,-0.7647441625595093,0.7954293489456177,-0.00950271263718605,0.07092874497175217
