1,1000,-0.18790360231772066
2,2000,-1.0150455513812602
3,3000,-3.3496940682578833
4,4000,-9.578665587516129
1,1000,0.33630217693903314
2,2000,-0.07867841099319321
3,3000,-10.669958705484348
4,4000,-94.33143221548717
5,5000,-424.28341260944944
6,6000,-1203.1283878754086
7,7000,-2544.440501716187
8,8000,-4593.116837220831
9,9000,-7405.274229571394
10,10000,-11082.833642543941
11,11000,-14389.132868560293
12,12000,-16755.83433353101
13,13000,-18842.02739746631
14,14000,-20612.369918046494
15,15000,-22103.23836582877
16,16000,-23184.194157111022
17,17000,-23759.59972481623
18,18000,-23966.461832316043
19,19000,-23920.605721314318
20,20000,-23441.521858435844
21,21000,-22634.278887849723
1,1000,0.33630217693903314
2,2000,-0.07867841099319321
3,3000,-10.669958705484348
4,4000,-94.33143221548717
5,5000,-424.28341260944944
6,6000,-1203.1283878754086
7,7000,-2544.440501716187
8,8000,-4593.116837220831
9,9000,-7405.274229571394
10,10000,-11082.833642543941
11,11000,-14389.132868560293
12,12000,-16755.83433353101
13,13000,-18842.02739746631
14,14000,-20612.369918046494
15,15000,-22103.23836582877
16,16000,-23184.194157111022
17,17000,-23759.59972481623
18,18000,-23966.461832316043
19,19000,-23920.605721314318
20,20000,-23441.521858435844
21,21000,-22634.278887849723
