epoch,step,min,max,mean,std
1,1000,-0.04579420015215874,0.017965417355298996,-0.005728152580559254,0.008557229302823544
2,2000,-0.16939271986484528,0.09104125201702118,-0.017322301864624023,0.0242075864225626
3,3000,-1.1855747699737549,0.005146447569131851,-0.12803643941879272,0.15022841095924377
4,4000,-2.4621176719665527,2.393815517425537,0.06166377663612366,0.5164856910705566
5,5000,-4.703531265258789,3.589097499847412,-0.22352829575538635,0.9632607698440552
6,6000,-9.066444396972656,5.600237846374512,-0.9666640162467957,1.3007124662399292
7,7000,-11.5057373046875,2.021411657333374,-1.117263913154602,1.4383013248443604
8,8000,-12.423890113830566,1.1199455261230469,-0.9089667797088623,1.7076354026794434
9,9000,-13.991767883300781,0.34814000129699707,-1.3052746057510376,1.9906890392303467
10,10000,-66.17223358154297,1.236644983291626,-3.070753574371338,5.839908123016357
11,11000,-23.586702346801758,2.2481770515441895,-1.7058384418487549,3.2139687538146973
12,12000,-16.90966796875,1.4978537559509277,-1.776438593864441,2.874523162841797
13,13000,-12.13120174407959,6.525177001953125,-1.370466709136963,2.8609158992767334
14,14000,-30.353370666503906,6.648002624511719,-1.5182273387908936,3.4078187942504883
15,15000,-19.765949249267578,1.9739573001861572,-2.0822086334228516,3.602923631668091
16,16000,-18.259654998779297,8.541330337524414,-1.6656363010406494,3.0255119800567627
17,17000,-19.521709442138672,3.801060676574707,-1.72208571434021,2.913957357406616
18,18000,-22.733570098876953,3.9900898933410645,-1.9560058116912842,3.6134836673736572
19,19000,-39.33266067504883,4.356371879577637,-2.9022037982940674,5.022624492645264
20,20000,-7.215573310852051,5.1567606925964355,-0.5122056007385254,1.4234342575073242
21,21000,-12.356128692626953,10.654409408569336,0.3252218961715698,1.471400260925293
